,text,id,section
135,d) Equipar o Hospital de Butiá (FUMSA) para que ,"210,000,011,182",Salud
136,possa  realizar  cirurgias  e  atender  as ,"210,000,011,182",Salud
137,especialidades de pequenas complexidades,"210,000,011,182",Salud
138,e) Implantar  no  prédio  da  atual  Secretaria  de ,"210,000,011,182",Salud
139,Saúde um Posto de Atendimento 12 horas para ,"210,000,011,182",Salud
140,consultas eletivas,"210,000,011,182",Salud
141,f)  Adquirir  novamente  uma  Unidade  Móvel  de ,"210,000,011,182",Salud
142,Saúde para atender nos bairros e interior a fim ,"210,000,011,182",Salud
143,de realizar a saúde preventiva da população  ,"210,000,011,182",Salud
144,g) Adquirir um Gabinete Odontológico Móvel para ,"210,000,011,182",Salud
145,atender nos bairros e interior com a finalidade ,"210,000,011,182",Salud
146,de fazer a saúde bucal preventiva,"210,000,011,182",Salud
147,Criar um  banco de equipamentos hospitalares ,"210,000,011,182",Salud
148,h) ,"210,000,011,182",Salud
149,(cadeiras de rodas muletas colchões camas ,"210,000,011,182",Salud
150,etc,"210,000,011,182",Salud
151,)  para  empréstimo  às  pessoas  que  não ,"210,000,011,182",Salud
152,podem adquirir estes equipamentos,"210,000,011,182",Salud
153,3)  AGRICULTURA a) Dotar  a  Zona  Rural  de  uma  retroescavadeira ,"210,000,011,182",Agricultura
154,uma  niveladora  (patrola)  um  caminhão ,"210,000,011,182",Agricultura
155,caçamba  e  funcionários  permanentes  para ,"210,000,011,182",Agricultura
156,manutenção das estradas do interior,"210,000,011,182",Agricultura
157,b) Implantar  as  Patrulhas  Agrícolas  a  fim  de ,"210,000,011,182",Agricultura
158,preparar a terra para os pequenos agricultores,"210,000,011,182",Agricultura
159,c) Fomentar  a  produção  de  hortifrutigranjeiros ,"210,000,011,182",Agricultura
160,para  abastecer  a  população  local  e ,"210,000,011,182",Agricultura
161,comercializar o excedente,"210,000,011,182",Agricultura
162,d) Aperfeiçoar  o  transporte  escolar  rural ,"210,000,011,182",Agricultura
163,viabilizando  condições  plenas  aos  filhos  de ,"210,000,011,182",Agricultura
164,agricultores  de  estudar  em  igualdade  de ,"210,000,011,182",Agricultura
165,condições ,"210,000,011,182",Agricultura
166,e) Fomentar  a  bacia  leiteira  para  industrializar  a ,"210,000,011,182",Agricultura
167,produção  de  leite  transformando  em  queijo ,"210,000,011,182",Agricultura
168,iogurte nata manteiga entre outros produtos,"210,000,011,182",Agricultura
169,f)  Ampliar a orientação técnica com a participação ,"210,000,011,182",Agricultura
170,da EMATER para alcançar maior produtividade ,"210,000,011,182",Agricultura
171,e  escolher  o  produto  mais  adequado  para  a ,"210,000,011,182",Agricultura
172,propriedade,"210,000,011,182",Agricultura
173,g) Implementar  programa  de  construção  de ,"210,000,011,182",Agricultura
174,açudes nas propriedades rurais incentivando a ,"210,000,011,182",Agricultura
175,psicultura,"210,000,011,182",Agricultura
176,Implantar um programa de produção de leite e ,"210,000,011,182",Agricultura
177,h) ,"210,000,011,182",Agricultura
178,álcool combustível,"210,000,011,182",Agricultura
179,4)  PROTEÇÃO À CRIANÇA E AO IDOSO ,"210,000,011,182",Infancia y Vejez
180,a) Reinventar o projeto CASA DO PIAZITO para ,"210,000,011,182",Infancia y Vejez
181,amparo às crianças carentes e abandonadas,"210,000,011,182",Infancia y Vejez
182,b) Fornecer um litro de leite para criança de até 5 ,"210,000,011,182",Infancia y Vejez
183,anos de idade  desde que a renda familiar não ,"210,000,011,182",Infancia y Vejez
184,ultrapasse dois salários mínimos,"210,000,011,182",Infancia y Vejez
185, c) Garantir o atendimento médico e odontológico a ,"210,000,011,182",Infancia y Vejez
186,todas as criaças e idosos  deste município,"210,000,011,182",Infancia y Vejez
187,d) Implantar o LAR DO IDOSO e auxiliar as casas ,"210,000,011,182",Infancia y Vejez
188,que  cuidam  de  idosos  já  existentes  no ,"210,000,011,182",Infancia y Vejez
189,município,"210,000,011,182",Infancia y Vejez
190,e) Garantir  exames  pré  natais  a  todas  as ,"210,000,011,182",Infancia y Vejez
191,gestantes  do  municipio  a  partir  do  segundo ,"210,000,011,182",Infancia y Vejez
192,mês de gestação,"210,000,011,182",Infancia y Vejez
193,f)  Construir Creches Municipais a fim de prorizar ,"210,000,011,182",Infancia y Vejez
194,vagas a todas as crianças de baixa renda,"210,000,011,182",Infancia y Vejez
195,Isenção  de  impostos  municipais  para ,"210,000,011,182",Infancia y Vejez
196,g) ,"210,000,011,182",Infancia y Vejez
197,aposentados  e  pensionistas  que  ganhem  até ,"210,000,011,182",Infancia y Vejez
198,um salário mínimo,"210,000,011,182",Infancia y Vejez
199,Continuar e incentivar os programas federais já ,"210,000,011,182",Infancia y Vejez
200,h) ,"210,000,011,182",Infancia y Vejez
201,existentes como bolsa família casas populares ,"210,000,011,182",Infancia y Vejez
202,entre outros,"210,000,011,182",Infancia y Vejez
203,5)  URBANIZAÇÃO ,"210,000,011,182",Urbana
204,a) Revisar o Plano Diretor do município e torná-lo ,"210,000,011,182",Urbana
205,público  para  que  a  cidade  conheça  suas ,"210,000,011,182",Urbana
206,potencialidades de crescimento,"210,000,011,182",Urbana
207,b) Criar  e  fomentar  um  fundo  de  habitação  para ,"210,000,011,182",Urbana
208,contrução  de  casas  para  a  população ,"210,000,011,182",Urbana
209,trabalhadora,"210,000,011,182",Urbana
210,c) Criar  um  plano  de  pavimentação  e  rede  de ,"210,000,011,182",Urbana
211,esgotos com o objetivo de que em doze anos a ,"210,000,011,182",Urbana
212,nossa  cidade  tenha  toda  a  zona  urbana ,"210,000,011,182",Urbana
213,pavimentada,"210,000,011,182",Urbana
214,d) Identificar  as  ruas  da  cidade  com  placas ,"210,000,011,182",Urbana
215,indicativas,"210,000,011,182",Urbana
216,e) Implantar lixeiras padronizadas,"210,000,011,182",Urbana
217, f)  Implantar abrigos nas paradas de ônibus,"210,000,011,182",Urbana
218,g) Implantar a coleta de lixo noturna nas áreas ,"210,000,011,182",Urbana
219,centrais,"210,000,011,182",Urbana
220,h) Implantar a coleta seletiva de lixo,"210,000,011,182",Urbana
221,Proporcionar que todas as residências da Zona ,"210,000,011,182",Urbana
222,i) ,"210,000,011,182",Urbana
223,Urbana de Butiá tenham água luz e telefone,"210,000,011,182",Urbana
224,6) GERAÇÃO DE EMPREGO E RENDA ,"210,000,011,182",Empleo e Ingresos
225,a) Implantar  um  parque  industrial  devidamente ,"210,000,011,182",Empleo e Ingresos
226,estruturado para instalação de empresas,"210,000,011,182",Empleo e Ingresos
227,b) Oferecer  incentivo  às  empresas  que  queiram  se ,"210,000,011,182",Empleo e Ingresos
228,instalar em Butiá,"210,000,011,182",Empleo e Ingresos
229,c) Redução de ISSQN  para as empresas locais,"210,000,011,182",Empleo e Ingresos
230,d) Criar um plano permanente de qualificação da mão ,"210,000,011,182",Empleo e Ingresos
231,de  obra  masculina  e  feminina  disponibilizando ,"210,000,011,182",Empleo e Ingresos
232,serviços como corte e costura textil,"210,000,011,182",Empleo e Ingresos
233,e) Criar convênios com SENAI SENAC e SENAR para ,"210,000,011,182",Empleo e Ingresos
234,implantação de cursos profissionalizantes,"210,000,011,182",Empleo e Ingresos
235,f)  Aproveitar  os  profissionais  oriundos  de  Butiá  para ,"210,000,011,182",Empleo e Ingresos
236,ocupação  nas  especialidades  necessárias  aos ,"210,000,011,182",Empleo e Ingresos
237,serviços públicos,"210,000,011,182",Empleo e Ingresos
238,g) Incentivar os micros e pequenos empresários criando ,"210,000,011,182",Empleo e Ingresos
239,industrias  de  transformação  de  madeira  para  o ,"210,000,011,182",Empleo e Ingresos
240,aproveitamento de um dos maiores parques florestais ,"210,000,011,182",Empleo e Ingresos
241,do Estado,"210,000,011,182",Empleo e Ingresos
242,7)  SERVIDOR PÚBLICO a) Dar  condições  favoráveis  ao  desempenho  do ,"210,000,011,182",Servidor Publico
243,servidor público municipal em todas as áreas da ,"210,000,011,182",Servidor Publico
244,municipalidade,"210,000,011,182",Servidor Publico
245,b) Valorizar  o  Servidor  Público  através  de  um ,"210,000,011,182",Servidor Publico
246,salário  digno  e  aperfeiçoa-lo  constatemente ,"210,000,011,182",Servidor Publico
247,para  a  função  pública  através  de  cursos  de ,"210,000,011,182",Servidor Publico
248,capacitação,"210,000,011,182",Servidor Publico
249,c) Instituir com depósito em folha de pagamento ,"210,000,011,182",Servidor Publico
250,um  Vale  Refeição  de  R$  30000  (trezentos ,"210,000,011,182",Servidor Publico
251,reais)  aos  funcionários  públicos  incluindo  os ,"210,000,011,182",Servidor Publico
252,funcionários  do  Hospital  como  incentivo  às ,"210,000,011,182",Servidor Publico
253,classes,"210,000,011,182",Servidor Publico
254,   ,"210,000,011,182",Vacio
255,d) Modernizar  máquinas  e  equipamentos  da ,"210,000,011,182",Servidor Publico
256,Prefeitura Municipal,"210,000,011,182",Servidor Publico
257,e) Corte de 20% de CC’s da Prefeitura Municipal,"210,000,011,182",Servidor Publico
258,f)  Fornecer  equipamentos de proteção individual ,"210,000,011,182",Servidor Publico
259,aos funcionários municipais,"210,000,011,182",Servidor Publico
260,g) Priorizar  o  pagamento  dos  precatórios  em ,"210,000,011,182",Servidor Publico
261,atraso,"210,000,011,182",Servidor Publico
262,h) Instituir como prioridade o pagamento de todas ,"210,000,011,182",Servidor Publico
263,as  dívidas  da  Prefeitura  Municipal  de  Butiá ,"210,000,011,182",Servidor Publico
264,restituindo  o  crédito  e  limpando  o  nome  da ,"210,000,011,182",Servidor Publico
265,prefeitura,"210,000,011,182",Servidor Publico
266,8)  ESPORTE e LAZER ,"210,000,011,182",Deportes
267,Criar  núcleos  municipais  de  escolinhas  de ,"210,000,011,182",Deportes
268,a) ,"210,000,011,182",Deportes
269,modalidades  esportivas  nos  bairros  para ,"210,000,011,182",Deportes
270,crianças  e  adolescentes  com  o  objetivo  de ,"210,000,011,182",Deportes
271,afastá-los  da  drogas  coordenados  por ,"210,000,011,182",Deportes
272,Profissionais de Educação Física,"210,000,011,182",Deportes
273,  Incentivar  equipes  e  atletas  butianses  que ,"210,000,011,182",Deportes
274,b) ,"210,000,011,182",Deportes
275,representem  o  Município  de  Butiá  em ,"210,000,011,182",Deportes
276,competições externas,"210,000,011,182",Deportes
277,Implantar  academias  populares  de  ginásticas ,"210,000,011,182",Deportes
278,c) ,"210,000,011,182",Deportes
279,em todos os bairros,"210,000,011,182",Deportes
280,Firmar convênios com clubes futebolísticos da ,"210,000,011,182",Deportes
281,d) ,"210,000,011,182",Deportes
282,cidade  para  que  as  categorias  de  bases ,"210,000,011,182",Deportes
283,tenham  condições  de  serem  trabalhadas ,"210,000,011,182",Deportes
284,respeitando o turno inverso da escola,"210,000,011,182",Deportes
285,Comprar uma área contigua ao Balneário Ponte ,"210,000,011,182",Deportes
286,e) ,"210,000,011,182",Deportes
287,de Arame para disponibilizar mais espaços de ,"210,000,011,182",Deportes
288,lugares aos campistas,"210,000,011,182",Deportes
289,Modernizar  e  reestruturar  a  infraestrutura  do ,"210,000,011,182",Deportes
290,f) ,"210,000,011,182",Deportes
291,Balneário Ponte de Arame,"210,000,011,182",Deportes
292,Incentivar criando condições para a realização ,"210,000,011,182",Deportes
293,g) ,"210,000,011,182",Deportes
294,de  grandes  eventos  tais  como  Encontro ,"210,000,011,182",Deportes
295,Internacional  de  Motociclistas  Encontro  de ,"210,000,011,182",Deportes
296,Jeepeiros e do Grupo de Som Automotivo entre ,"210,000,011,182",Deportes
297,outros garantindo a plena segurança,"210,000,011,182",Deportes
298,   ,"210,000,011,182",Vacio
299,9)  CULTURA ,"210,000,011,182",Cultura
300,a) Realizar  o  Festival  de  Música  Popular  e ,"210,000,011,182",Cultura
301,Nativista COXILHA NEGRA,"210,000,011,182",Cultura
302,b) Incentivar o Coral Municipal,"210,000,011,182",Cultura
303,c) Implantar  Oficinas de Música e Canto nas ,"210,000,011,182",Cultura
304,escolas da Rede Pública de Ensino,"210,000,011,182",Cultura
305,d) Voltar o projeto CULTURA NA PRAÇA,"210,000,011,182",Cultura
306,e) Apoiar  as  instituições  culturais  como  a ,"210,000,011,182",Cultura
307,ACUB  CTG’s  SOREI  ASMIB  Nascer  do ,"210,000,011,182",Cultura
308,Sol  Grupos  de  Danças  e  outras manifestações artisticas através de Auxílios ,"210,000,011,182",Cultura
309,e Subvenções,"210,000,011,182",Cultura
310,10)  TRANSPORTE ,"210,000,011,182",Transporte
311,a) Implantar  transporte  coletivo  e  urbano  que ,"210,000,011,182",Transporte
312,atenda a todos os bairros,"210,000,011,182",Transporte
313,b) Criar  a  passagem  estudantil  gratuita  no ,"210,000,011,182",Transporte
314,transporte urbano,"210,000,011,182",Transporte
315,c) Subsidiar a passagem popular ao valor de R$ ,"210,000,011,182",Transporte
316,100 (um real) para toda a população,"210,000,011,182",Transporte
317,d) Subsidiar a passagem estudantil no transporte ,"210,000,011,182",Transporte
318,intermunicipal  para  quem  estuda  em ,"210,000,011,182",Transporte
319,universidade e curso profissional não existente ,"210,000,011,182",Transporte
320,em Butiá,"210,000,011,182",Transporte
321,e) Subsidiar um percentual no valor da passagem ,"210,000,011,182",Transporte
322,aos trabalhadores butiaenses que não tenham ,"210,000,011,182",Transporte
323,este  tipo  de  auxilio  das  suas  empresas  e ,"210,000,011,182",Transporte
324,trabalham  em  outras  cidades  até  que  Butiá ,"210,000,011,182",Transporte
325,atinja o pleno emprego,"210,000,011,182",Transporte
326,f)  Criar um Porto Seco na entrada da cidade para ,"210,000,011,182",Transporte
327,transbordo  de  cargas  pesadas  com  a  devida ,"210,000,011,182",Transporte
328,segurança dos veículos ,"210,000,011,182",Transporte
329,11)  MEIO AMBIENTE ,"210,000,011,182",Ambiente
330,a) Implantar  um  programa  permanente  de ,"210,000,011,182",Ambiente
331,conscientização da comunidade para o descarte ,"210,000,011,182",Ambiente
332,de  lixo  sem  agressão  ao  meio  ambiente ,"210,000,011,182",Ambiente
333,através  das  escolas  clubes  de  serviço ,"210,000,011,182",Ambiente
334,empresas e organizações ambientais,"210,000,011,182",Ambiente
335,b) Apoiar  de  forma  consistente  e  permanente ,"210,000,011,182",Ambiente
336,dando  condições  a  PATRAM  (Patrulha Ambiental da Brigada Militar) para combater o ,"210,000,011,182",Ambiente
337,furto abigeato no Município,"210,000,011,182",Ambiente
338,c) Limpar e proteger os arroios açudes e todos os ,"210,000,011,182",Ambiente
339,mananciais de água existentes em Butiá,"210,000,011,182",Ambiente
340,d) Fornecer sementes e mudas para o plantio de ,"210,000,011,182",Ambiente
341,árvores  nativas  e  frutiferas  doando-as  a ,"210,000,011,182",Ambiente
342,população  a  fim  de  favorecer  o  aspecto ,"210,000,011,182",Ambiente
343,ambiental urbano,"210,000,011,182",Ambiente
344,e) Implantar uma usina de reciclagem de lixo para ,"210,000,011,182",Ambiente
345,limpeza  da  cidade  e  geração  de  emprego  e ,"210,000,011,182",Ambiente
346,renda,"210,000,011,182",Ambiente
347,12)  ASSISTÊNCIA SOCIAL ,"210,000,011,182",Asistencia Social
348,a) Implantar  um  programa  de  construção  e ,"210,000,011,182",Asistencia Social
349,reforma  de  casas  na  forma  de  mutirão ,"210,000,011,182",Asistencia Social
350,comunitário  para  pessoas  em  situação  de ,"210,000,011,182",Asistencia Social
351,risco,"210,000,011,182",Asistencia Social
352,b) Auxiliar  e  incentivar  as  instituições  que ,"210,000,011,182",Asistencia Social
353,ofereçam  alimentação  comunitária  para ,"210,000,011,182",Asistencia Social
354,pessoas em situação de risco,"210,000,011,182",Asistencia Social
355,c) Criar um banco de materiais de construção ,"210,000,011,182",Asistencia Social
356,equipamentos  e  roupas  recuperados  para ,"210,000,011,182",Asistencia Social
357,doar a população carente,"210,000,011,182",Asistencia Social
358,d)  Cadastrar todas as pessoas desasistidas do ,"210,000,011,182",Asistencia Social
359,município  para  encaminhamento  e  solução ,"210,000,011,182",Asistencia Social
360,de suas necessidades,"210,000,011,182",Asistencia Social
361,e)  Criação  do  “BANDEIJÃO  POPULAR”  ao ,"210,000,011,182",Asistencia Social
362,custo de R$ 200 por alimentação,"210,000,011,182",Asistencia Social
363, Nome do arquivo  PLANO DE GOVERNO ,"210,000,011,182",Trash
364,Diretório  C\Documents and Settings\Windows XP\Desktop\SISTEMA ,"210,000,011,182",Trash
365,CANDEX ,"210,000,011,182",Trash
366,Modelo  Normal,"210,000,011,182",Trash
367,dotm ,"210,000,011,182",Trash
368,Título   ,"210,000,011,182",Trash
369,Assunto   ,"210,000,011,182",Trash
370,Autor  Edgar ,"210,000,011,182",Trash
371,Palavras-chave   ,"210,000,011,182",Trash
372,Comentários   ,"210,000,011,182",Trash
373,Data de criação  4/6/2012 151800 ,"210,000,011,182",Trash
374,Número de alterações  14 ,"210,000,011,182",Trash
375,Última gravação  28/6/2012 102200 ,"210,000,011,182",Trash
376,Salvo por  Windows XP ,"210,000,011,182",Trash
377,Tempo total de edição 210 Minutos ,"210,000,011,182",Trash
378,Última impressão  3/7/2012 165100 ,"210,000,011,182",Trash
379,Como a última impressão ,"210,000,011,182",Trash
380,  Número de páginas  9 ,"210,000,011,182",Trash
381,  Número de palavras  1,"210,000,011,182",Trash
382,491 (aprox,"210,000,011,182",Trash
383,  Número de caracteres  8,"210,000,011,182",Trash
384,056 (aprox,"210,000,011,182",Trash
385,Programa ,"160,000,017,379",Titulo
386,Programa do PSOL ,"160,000,017,379",Titulo
387,Segue abaixo o programa aprovado no Encontro Nacional de fundação do P-SOL realizado nos ,"160,000,017,379",General
388,dias 05 e 06 de junho em Brasília,"160,000,017,379",General
389, Com esta plataforma programática começamos a construir ,"160,000,017,379",General
390,nosso partido e inauguramos uma nova etapa na elaboração programática do partido que ,"160,000,017,379",General
391,culminará no primeiro Congresso do P-SOL,"160,000,017,379",General
392, Neste sentido os relatórios aprovados nos grupos ,"160,000,017,379",General
393,abrirão a tribuna de debates desta construção programática coletiva que apenas começa,"160,000,017,379",General
394, Nos ,"160,000,017,379",General
395,próximos  dias  o  site  estará  disponível  para  receber  as  contribuições  que  com  certeza ,"160,000,017,379",General
396,enriquecerão o debate e permitirão que nosso programa seja construído pela experiência viva ,"160,000,017,379",General
397,dos movimentos sociais e dos seus protagonistas,"160,000,017,379",General
